Nama_RS_BPJS,Kode_RS,Status_BPJS,Layanan_BPJS,Rumah_Sakit,Provinsi,Kab_Kota,Status_Sudah_BPJS
RS Bhayangkara M. Hasan Palembang,1671331,Sudah kerjasama BPJS,Patologi Klinik,RS Bhayangkara M. Hasan Palembang,Sumatera Selatan,Kota Palembang,1
RS Umum Bunda Palembang,1671243,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bunda Palembang,Sumatera Selatan,Kota Palembang,1
Charitas Hospital Belitang,1609046,Sudah kerjasama BPJS,Patologi Klinik,Charitas Hospital Belitang,Sumatera Selatan,Ogan Komering Ulu Timur,1
RS Tk. IV Lahat,1604020,Sudah kerjasama BPJS,Patologi Klinik,RS Tk. IV Lahat,Sumatera Selatan,Lahat,1
RS Umum dr. AK. Gani Kota Palembang,1671035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum dr. AK. Gani Kota Palembang,Sumatera Selatan,Kota Palembang,1
RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan,1671061,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan,Sumatera Selatan,Kota Palembang,1
RS Umum Pusat Dr. Rivai Abdullah,1671072,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pusat Dr. Rivai Abdullah,Sumatera Selatan,Banyuasin,1
RS Umum Graha Mandiri,1671336,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Graha Mandiri ,Sumatera Selatan,Kota Palembang,1
RS Hermina OPI Jakabaring,1607014,Sudah kerjasama BPJS,Patologi Klinik,RS Hermina OPI Jakabaring,Sumatera Selatan,Banyuasin,1
RS Islam At-Taqwa Gumawang,1609012,Sudah kerjasama BPJS,Patologi Klinik,RS Islam At-Taqwa Gumawang,Sumatera Selatan,Ogan Komering Ulu Timur,1
RS Khusus Mata Masyarakat Provinsi Sumatera Selatan,1671323,Sudah kerjasama BPJS,Patologi Klinik,RS Khusus Mata Masyarakat Provinsi Sumatera Selatan,Sumatera Selatan,Kota Palembang,1
RS Muhammadiyah Palembang,1671301,Sudah kerjasama BPJS,Patologi Klinik,RS Muhammadiyah Palembang,Sumatera Selatan,Kota Palembang,1
RS Musi Medika Cendikia,1671342,Sudah kerjasama BPJS,Patologi Klinik,RS Musi Medika Cendikia,Sumatera Selatan,Kota Palembang,1
RS Umum Pertamina Palembang,1671024,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pertamina Palembang,Sumatera Selatan,Kota Palembang,1
RS Umum Pusri Palembang,1671046,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pusri Palembang,Sumatera Selatan,Kota Palembang,1
RS Umum Santo Antonio Baturaja,1601035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Santo Antonio Baturaja,Sumatera Selatan,Ogan Komering Ulu,1
RS Siloam Silampari,1674003,Sudah kerjasama BPJS,Patologi Klinik,RS Siloam Silampari,Sumatera Selatan,Kota Lubuk Linggau,1
RS Siloam Sriwijaya Palembang,1671335,Sudah kerjasama BPJS,Patologi Klinik,RS Siloam Sriwijaya Palembang,Sumatera Selatan,Kota Palembang,1
RS Umum Sriwijaya,1671094,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sriwijaya,Sumatera Selatan,Kota Palembang,1
RS Umum YK Madira Palembang,1671332,Sudah kerjasama BPJS,Patologi Klinik,RS Umum YK Madira Palembang ,Sumatera Selatan,Kota Palembang,1
RS Umum Fadhilah Kota Prabumulih,1672002,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Fadhilah Kota Prabumulih,Sumatera Selatan,Kota Prabumulih,1
RS AR Bunda Kota Prabumulih,1672074,Sudah kerjasama BPJS,Patologi Klinik,RS AR Bunda Kota Prabumulih,Sumatera Selatan,Kota Prabumulih,1
RS Pelabuhan Palembang,1671333,Sudah kerjasama BPJS,Patologi Klinik,RS Pelabuhan Palembang ,Sumatera Selatan,Kota Palembang,1
RS Pertamina Kota Prabumulih,1672026,Sudah kerjasama BPJS,Patologi Klinik,RS Pertamina Kota Prabumulih,Sumatera Selatan,Kota Prabumulih,1
RS Islam Siti Khadijah,1671083,Sudah kerjasama BPJS,Patologi Klinik,RS Islam Siti Khadijah,Sumatera Selatan,Kota Palembang,1
RS Ibu dan Anak Az-Zahra Palembang,1671340,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Az-Zahra Palembang,Sumatera Selatan,Kota Palembang,1
RS Ibu dan Anak Dwi Sari,1674005,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Dwi Sari,Sumatera Selatan,Kota Lubuk Linggau,1
RS Ibu dan Anak Mama,1671348,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Mama,Sumatera Selatan,Kota Palembang,1
RS Ibu dan Anak Rika Amelia,1671324,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Rika Amelia,Sumatera Selatan,Kota Palembang,1
RS Umum Daerah Kota Prabumulih,1672015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kota Prabumulih,Sumatera Selatan,Kota Prabumulih,1
RS Umum Daerah Banyuasin,1607012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Banyuasin,Sumatera Selatan,Banyuasin,1
RS Umum Daerah Bayung Lincir,1606032,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Bayung Lincir,Sumatera Selatan,Musi Banyuasin,1
RS Umum Daerah Basemah Kota Pagar Alam,1673031,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Basemah Kota Pagar Alam,Sumatera Selatan,Kota Pagar Alam,1
RS Umum Daerah Kabupaten Empat Lawang,1611042,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kabupaten Empat Lawang,Sumatera Selatan,Empat Lawang,1
RS Umum Daerah dr. H. M. Rabain Muara Enim,1603063,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. H. M. Rabain Muara Enim,Sumatera Selatan,Muara Enim,1
RS Umum Daerah Kayuagung,1602014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kayuagung,Sumatera Selatan,Ogan Komering Ilir,1
RS Umum Daerah Martapura,1609011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Martapura,Sumatera Selatan,Ogan Komering Ulu Timur,1
RS Umum Daerah Muara Beliti,1605044,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Muara Beliti,Sumatera Selatan,Musi Rawas,1
RS Umum Daerah Kabupaten Ogan Ilir,1610003,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kabupaten Ogan Ilir,Sumatera Selatan,Ogan Ilir,1
RS Umum Daerah Palembang Bari,1671265,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Palembang Bari,Sumatera Selatan,Kota Palembang,1
RS Umum Daerah Petanang,1674008,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Petanang,Sumatera Selatan,Kota Lubuk Linggau,1
RS Umum Daerah Rupit Kabupaten Musi Rawas Utara,1605043,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Rupit Kabupaten Musi Rawas Utara,Sumatera Selatan,Musi Rawas Utara,1
RS Umum Daerah Sekayu,1606011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sekayu,Sumatera Selatan,Musi Banyuasin,1
RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela,1671347,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela,Sumatera Selatan,Kota Palembang,1
RS Umum Daerah Sungai Lilin,1606022,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sungai Lilin,Sumatera Selatan,Musi Banyuasin,1
RS Umum Pusat Dr. Mohammad Hoesin Palembang,1671013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pusat Dr. Mohammad Hoesin Palembang,Sumatera Selatan,Kota Palembang,1
RS Umum Daerah Dr. Pirngadi,1275013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Pirngadi,Sumatera Utara,Kota Medan,1
RS Umum Prima Husada Cipta Medan,1275600,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Prima Husada Cipta Medan,Sumatera Utara,Kota Medan,1
RS Umum AL Fuadi,1276078,Sudah kerjasama BPJS,Patologi Klinik,RS Umum AL Fuadi,Sumatera Utara,Kota Binjai,1
RS Umum Artha Medica,1276036,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Artha Medica,Sumatera Utara,Kota Binjai,1
RS Arun Lhokseumawe,1110053,Sudah kerjasama BPJS,Patologi Klinik,RS Arun Lhokseumawe,Aceh,Kota Lhokseumawe,1
RS Bhayangkara Tingkat II,1275046,Sudah kerjasama BPJS,Patologi Klinik,RS Bhayangkara Tingkat II,Sumatera Utara,Kota Medan,1
RS Umum Bina Kasih,1275997,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bina Kasih,Sumatera Utara,Kota Medan,1
RS Umum Bunda Thamrin,1275890,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bunda Thamrin,Sumatera Utara,Kota Medan,1
RS Umum Delia,1213057,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Delia,Sumatera Utara,Langkat,1
RS Umum Efarina Etaham,1211124,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Efarina Etaham,Sumatera Utara,Karo,1
RS Efarina Etaham Pematang Siantar,1273119,Sudah kerjasama BPJS,Patologi Klinik,RS Efarina Etaham Pematang Siantar,Sumatera Utara,Kota Pematang Siantar,1
RS Umum Estomihi,1275841,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Estomihi,Sumatera Utara,Kota Medan,1
RS Umum Full Bethesda,1275147,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Full Bethesda,Sumatera Utara,Deli Serdang,1
RS Umum Dr. Gerhard L. Tobing,1212023,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Dr. Gerhard L. Tobing,Sumatera Utara,Deli Serdang,1
RS Grandmed,1218158,Sudah kerjasama BPJS,Patologi Klinik,RS Grandmed ,Sumatera Utara,Deli Serdang,1
RS Umum Kasih Ibu Lhokseumawe,1174064,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Kasih Ibu Lhokseumawe,Aceh,Kota Lhokseumawe,1
RS Umum Martha Friska Multatuli,1275888,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Martha Friska Multatuli,Sumatera Utara,Kota Medan,1
RS Umum Melati,1218024,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Melati ,Sumatera Utara,Serdang Bedagai,1
RS Umum Methodist,1275126,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Methodist,Sumatera Utara,Kota Medan,1
RS Umum Metta Medika,1271032,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Metta Medika,Sumatera Utara,Kota Sibolga,1
RS Metta Medika II,1271033,Sudah kerjasama BPJS,Patologi Klinik,RS Metta Medika II,Sumatera Utara,Kota Sibolga,1
RS Metta Medika,1277027,Sudah kerjasama BPJS,Patologi Klinik,RS Metta Medika,Sumatera Utara,Kota Padang Sidempuan,1
RS Umum Pabatu,1218026,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pabatu,Sumatera Utara,Serdang Bedagai,1
RS Umum Permata Madina Sibuhuan,1221002,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Permata Madina Sibuhuan,Sumatera Utara,Padang Lawas,1
RS Umum Pertamina Pangkalan Brandan,1213035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pertamina Pangkalan Brandan,Sumatera Utara,Langkat,1
RS Roemani Muhammadiyah Semarang,3374080,Sudah kerjasama BPJS,Patologi Klinik,RS Roemani Muhammadiyah Semarang,Jawa Tengah,Kota Semarang,1
RS Umum Royal Prima Marelan,1275936,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Royal Prima Marelan,Sumatera Utara,Kota Medan,1
RS Umum Royal Prima,1275907,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Royal Prima,Sumatera Utara,Kota Medan,1
RS Umum Santa Elisabeth Medan,1275072,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Santa Elisabeth Medan,Sumatera Utara,Kota Medan,1
RS Umum Sint Lucia,1205142,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sint Lucia,Sumatera Utara,Tapanuli Utara,1
RS Sri Pamela Sei Dadap,1208053,Sudah kerjasama BPJS,Patologi Klinik,RS Sri Pamela Sei Dadap,Sumatera Utara,Asahan,1
RS Sri Pamela Torgamba,1207052,Sudah kerjasama BPJS,Patologi Klinik,RS Sri Pamela Torgamba,Sumatera Utara,Labuhan Batu Selatan,1
RS Umum Sylvani,1276077,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sylvani,Sumatera Utara,Kota Binjai,1
RS Umum Tiara Kasih Sejati,1273106,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Tiara Kasih Sejati,Sumatera Utara,Kota Pematang Siantar,1
RS TNI Tk. IV 01.07.03,1277015,Sudah kerjasama BPJS,Patologi Klinik,RS TNI Tk. IV 01.07.03,Sumatera Utara,Kota Padang Sidempuan,1
RS Umum Universitas Sumatera Utara,1275913,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Universitas Sumatera Utara,Sumatera Utara,Kota Medan,1
RS Umum Haji Medan,1275794,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Haji Medan,Sumatera Utara,Deli Serdang,1
RS Jiwa Prof. Dr. Muhammad Ildrem,1275221,Sudah kerjasama BPJS,Patologi Klinik,RS Jiwa Prof. Dr. Muhammad Ildrem,Sumatera Utara,Kota Medan,1
RS AL Dr. Komang Makes Belawan,1275141,Sudah kerjasama BPJS,Patologi Klinik,RS AL Dr. Komang Makes Belawan,Sumatera Utara,Kota Medan,1
RS Umum Islam Malahayati,1275163,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Islam Malahayati,Sumatera Utara,Kota Medan,1
RS Ibu dan Anak Mina Husada,1211127,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Mina Husada,Sumatera Utara,Karo,1
RS Ibu dan Anak Pramaliesa,1212197,Sudah kerjasama BPJS,Patologi Klinik,RS Ibu dan Anak Pramaliesa,Sumatera Utara,Deli Serdang,1
RS Umum Pusat H. Adam Malik,1275655,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pusat H. Adam Malik,Sumatera Utara,Kota Medan,1
RS Umum Advent Medan,1275094,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Advent Medan,Sumatera Utara,Kota Medan,1
RS Umum Bandung,1275772,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bandung,Sumatera Utara,Kota Medan,1
RS Umum Bethesda Gunungsitoli,1278002,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bethesda Gunungsitoli,Sumatera Utara,Kota Gunungsitoli,1
RS Umum Bidadari,1276075,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bidadari,Sumatera Utara,Kota Binjai,1
RS Umum Bunda Mulia,1208059,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Bunda Mulia,Sumatera Utara,Asahan,1
RS Chevani,1274063,Sudah kerjasama BPJS,Patologi Klinik,RS Chevani,Sumatera Utara,Kota Tebing Tinggi,1
RS Umum Citra Medika,1212179,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Citra Medika,Sumatera Utara,Deli Serdang,1
RS Umum Delima Medan,1275061,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Delima Medan,Sumatera Utara,Kota Medan,1
RS Umum Elpi Al Azis,1207066,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Elpi Al Azis,Sumatera Utara,Labuhan Batu,1
RS Umum Eshmun,1275931,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Eshmun,Sumatera Utara,Kota Medan,1
RS Umum Hermina Medan,1275930,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Hermina Medan,Sumatera Utara,Kota Medan,1
RS Umum Hidayah,1212067,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Hidayah,Sumatera Utara,Deli Serdang,1
RS Umum Imelda Pekerja Indonesia,1275622,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Imelda Pekerja Indonesia,Sumatera Utara,Kota Medan,1
RS Umum Inanta,1277026,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Inanta,Sumatera Utara,Kota Padang Sidempuan,1
RS Umum Karya Bakti Ujung Bandar,1207067,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Karya Bakti Ujung Bandar,Sumatera Utara,Labuhan Batu,1
RS Umum Keliat,1212174,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Keliat,Sumatera Utara,Deli Serdang,1
RS Umum Latersia,1276074,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Latersia,Sumatera Utara,Kota Binjai,1
RS Umum Madani,1275909,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Madani,Sumatera Utara,Kota Medan,1
RS Umum Mahkota Bidadari,1213062,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mahkota Bidadari,Sumatera Utara,Langkat,1
RS Umum Mitra Medika,1275516,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mitra Medika,Sumatera Utara,Kota Medan,1
RS Umum Mitra Sehat,1212175,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mitra Sehat,Sumatera Utara,Deli Serdang,1
RS Umum Mitra Sejati,1275298,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Mitra Sejati,Sumatera Utara,Kota Medan,1
RS Umum Murni Teguh Memorial Hospital,1275889,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Murni Teguh Memorial Hospital,Sumatera Utara,Kota Medan,1
RS Umum Natama,1274061,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Natama,Sumatera Utara,Kota Tebing Tinggi,1
RS Umum Nuraini,1206063,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Nuraini,Sumatera Utara,Labuhan Batu Selatan,1
OG Hospital,1276079,Sudah kerjasama BPJS,Patologi Klinik,OG Hospital,Sumatera Utara,Kota Binjai,1
RS Umum Pancur Batu,1212185,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Pancur Batu,Sumatera Utara,Deli Serdang,1
RS Umum Patar Asih,1212172,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Patar Asih,Sumatera Utara,Deli Serdang,1
RS Umum Prof. Dr. Boloni,1275750,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Prof. Dr. Boloni,Sumatera Utara,Kota Medan,1
RS Umum Putri Bidadari,1213059,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Putri Bidadari,Sumatera Utara,Langkat,1
RS Umum Rahmad Hidayah,1212171,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Rahmad Hidayah,Sumatera Utara,Deli Serdang,1
RS Umum Royal Maternity,1275935,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Royal Maternity,Sumatera Utara,Kota Medan,1
RS Umum Sawit Indah Perbaungan,1218025,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sawit Indah Perbaungan,Sumatera Utara,Serdang Bedagai,1
RS Umum Sembiring Deli Tua,1212045,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sembiring Deli Tua,Sumatera Utara,Deli Serdang,1
RS SUFINA AZIZ,1275996,Sudah kerjasama BPJS,Patologi Klinik,RS SUFINA AZIZ,Sumatera Utara,Kota Medan,1
RS Umum Sundari,1275265,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sundari,Sumatera Utara,Kota Medan,1
RS Umum Universitas Prima Indonesia,1274062,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Universitas Prima Indonesia,Sumatera Utara,Kota Tebing Tinggi,1
RS Umum Wira Husada,1208057,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Wira Husada,Sumatera Utara,Asahan,1
RS Umum Wulan Windy,1275830,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Wulan Windy,Sumatera Utara,Kota Medan,1
RS Umum Yoshua,1212177,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Yoshua,Sumatera Utara,Deli Serdang,1
RS Umum Martha Friska,1275633,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Martha Friska,Sumatera Utara,Kota Medan,1
RS Umum Daerah H. Bachtiar Djafar,1275012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah H. Bachtiar Djafar,Sumatera Utara,Kota Medan,1
RS Umum HKBP Balige,1205061,Sudah kerjasama BPJS,Patologi Klinik,RS Umum HKBP Balige,Sumatera Utara,Toba Samosir,1
RS Umum Sari Mutiara Lubuk Pakam,1212093,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Sari Mutiara Lubuk Pakam,Sumatera Utara,Deli Serdang,1
RS Umum Daerah Batu Bara,1219003,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Batu Bara,Sumatera Utara,Batu Bara,1
RS Umum Daerah Dolok Sanggul,1205035,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dolok Sanggul,Sumatera Utara,Humbang Hasundutan,1
RS Umum Daerah Dr. Djasamen Saragih,1273011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Djasamen Saragih,Sumatera Utara,Kota Pematang Siantar,1
RS Umum Daerah Dr. H. Kumpulan Pane,1274012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. H. Kumpulan Pane,Sumatera Utara,Kota Tebing Tinggi,1
RS Umum Daerah Dr. Tengku Mansyur,1272010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. Tengku Mansyur,Sumatera Utara,Kota Tanjung Balai,1
RS Umum Daerah Drs. H. Amri Tambunan,1212012,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Drs. H. Amri Tambunan,Sumatera Utara,Deli Serdang,1
RS Umum Daerah Gunung Tua,1203044,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Gunung Tua,Sumatera Utara,Padang Lawas Utara,1
RS Umum Daerah H. Abdul Manan Simatupang,1208016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah H. Abdul Manan Simatupang,Sumatera Utara,Asahan,1
RS Umum Daerah Kabupaten Karo,1211011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kabupaten Karo,Sumatera Utara,Karo,1
RS Umum Daerah Kota Pinang,1222002,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Kota Pinang,Sumatera Utara,Labuhan Batu Selatan,1
RS Umum Daerah Padang Sidempuan,1277011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Padang Sidempuan,Sumatera Utara,Kota Padang Sidempuan,1
RS Umum Daerah Pandan,1204056,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Pandan,Sumatera Utara,Tapanuli Tengah,1
RS Umum Daerah Panyabungan,1203022,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Panyabungan,Sumatera Utara,Mandailing Natal,1
RS Umum Daerah Parapat,1209065,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Parapat,Sumatera Utara,Simalungun,1
RS Umum Daerah Perdagangan,1209076,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Perdagangan,Sumatera Utara,Simalungun,1
RS Umum Daerah Rantau Prapat,1207015,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Rantau Prapat,Sumatera Utara,Labuhan Batu,1
RS Umum Daerah Salak,1216011,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Salak,Sumatera Utara,Pakpak Bharat,1
RS Umum Daerah Sibuhuan,1203055,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sibuhuan,Sumatera Utara,Padang Lawas,1
RS Umum Daerah Sidikalang,1210010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sidikalang,Sumatera Utara,Dairi,1
RS Umum Daerah Tapanuli Selatan,1203033,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tapanuli Selatan,Sumatera Utara,Tapanuli Selatan,1
RS Umum Daerah Tarutung,1205013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tarutung,Sumatera Utara,Tapanuli Utara,1
RS Umum Daerah Tuan Rondahaim,1209077,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tuan Rondahaim,Sumatera Utara,Simalungun,1
RS Umum Daerah Dr. FL Tobing Sibolga,1271016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. FL Tobing Sibolga,Sumatera Utara,Kota Sibolga,1
RS Umum Daerah Dr. R. M. Djoelham Binjai,1276014,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Dr. R. M. Djoelham Binjai,Sumatera Utara,Kota Binjai,1
RS Umum Daerah Porsea,1205046,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Porsea,Sumatera Utara,Toba Samosir,1
RS Umum Daerah Sultan Sulaiman Syariful Alamsyah,1218125,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Sultan Sulaiman Syariful Alamsyah,Sumatera Utara,Serdang Bedagai,1
RS Umum Daerah Tanjung Pura,1213013,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah Tanjung Pura,Sumatera Utara,Langkat,1
RS Umum Amanda,1211126,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Amanda,Sumatera Utara,Karo,1
RS Umum Balimbingan PTP 4,1209010,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Balimbingan PTP 4,Sumatera Utara,Simalungun,1
RS Umum Harapan,1273033,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Harapan,Sumatera Utara,Kota Pematang Siantar,1
RS Umum Horas Insani,1273102,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Horas Insani,Sumatera Utara,Kota Pematang Siantar,1
RS Umum Karya Husada,1209081,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Karya Husada,Sumatera Utara,Simalungun,1
RS Umum Vita Insani,1273055,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Vita Insani,Sumatera Utara,Kota Pematang Siantar,1
RS Tk. IV 01.07.01,1273022,Sudah kerjasama BPJS,Patologi Klinik,RS Tk. IV 01.07.01,Sumatera Utara,Kota Pematang Siantar,1
RS Tk. IV 01.07.02 Binjai,1276040,Sudah kerjasama BPJS,Patologi Klinik,RS Tk. IV 01.07.02 Binjai,Sumatera Utara,Kota Binjai,1
RS Tk. II Putri Hijau Medan,1275035,Sudah kerjasama BPJS,Patologi Klinik,RS Tk. II Putri Hijau Medan,Sumatera Utara,Kota Medan,1
RS Khusus Mata Provinsi Sumatera Utara,1275922,Sudah kerjasama BPJS,Patologi Klinik,RS Khusus Mata Provinsi Sumatera Utara,Sumatera Utara,Kota Medan,1
RS Umum Daerah dr. M. Thomsen Nias,1201016,Sudah kerjasama BPJS,Patologi Klinik,RS Umum Daerah dr. M. Thomsen Nias,Sumatera Utara,Nias,1
RS Umum Daerah Datu Beru Takengon,1106013,Sudah kerjasama BPJS,Kolonoskopi,RS Umum Daerah Datu Beru Takengon,Aceh,Aceh Tengah,1
RS Umum Daerah Dr. Zainoel Abidin,1171015,Sudah kerjasama BPJS,Kolonoskopi,RS Umum Daerah  Dr. Zainoel Abidin,Aceh,Kota Banda Aceh,1
RS Umum Daerah Meuraxa,1171110,Sudah kerjasama BPJS,Kolonoskopi,RS Umum Daerah Meuraxa,Aceh,Kota Banda Aceh,1
